text,sentiment,aspect,polarity
Ich muss gleich irgendwo hin fahren . Muss erstmal die Bahn nehmen und dann Zug . Kann ich mit dem Bahn Ticket auch mit dem Zug fahren oder muss ich bezahlen ? Bahn gutefrage.net-Tag: Bahn gutefrage.net-Tag: Ticket,neutral,Allgemein#Haupt:neutral,0
Wenn ich ein Zugfahrkarte am Automaten kaufe kann ich mit der am gleichen Tag die gleiche Strecke wieder zurück fahren? gutefrage.net-Tag: DB gutefrage.net-Tag: Deutsche-Bahn gutefrage.net-Tag: zugticket,neutral,Allgemein#Haupt:neutral,0
"[S-Bahn M] Stammstrecke: Personen am Gleis / Streckensperrung (Stand 31.12.2015, 11:55 Uhr) +++ https://t.co/ibsHsuAcnm",negative,Sonstige_Unregelmässigkeiten#Haupt:negative,0
Ex-Bahn-Chef Mehdorn bedauert geplatzten Börsengang bis heute - https://t.co/Cfe26E5L1H,neutral,Allgemein#Haupt:neutral,-1
". @anked @hannesleitlein Wenn die @DB_Bahn nicht Willens ist (in der Lage müsste sie dazu sein), vielleicht mal bei Agilis & Co. nachfragen?",negative,Allgemein#Haupt:negative,-1
Klimaanlage versagt: Keine Entschädigung bei Hitze im Zug / Reisen / Freizeit / Extra - LN - Lübecker Nachrichten . Der Ausfall der Klimaanlage in Zügen und die damit verbundenen Folgen für Reisende sind in den Fahrgastrechten nicht speziell geregelt. Darauf weist Karl-Peter Naumann vom Fahrgastverband Pro Bahn hin. Allerdings können Fahrgäste indirekt von der,negative,Atmosphäre#Temperatur:negative Service_und_Kundenbetreuung#Haupt:negative Atmosphäre#Temperatur:negative Atmosphäre#Temperatur:negative,-1
"RE: die von außen unsichtbar sind ""Zur Ausstattung gehören ein freundlicher Eingangsbereich mit Rezeption, Lift, gesellige Hotellobby mit [url=http://www.kuchar.at/wp-content/imguhren/uhren_fakes_aus_europa/index.html]uhren fakes aus europa[/url] W-Lan (inkl. 7 HEMI Serie, im 300C Touring 3. Sie reisen nach Paris und Berlin, um den europäischen Code zu knacken, also herauszubekommen, wie der Europäer ?tickt"""". Der größte Ausstatter Europas hatte lange Zeit nicht geahnt, welche Schätze er in seinem Fundus hatte. , [url=http://www.rennkaefer.de/tuning/imageuhren/uhren_fakes_damen/index.html]uhren fakes damen[/url] Professor Gerhard Ehninger, hat im Zusammenhang mit Berichten über ein möglicherweise erhöhtes Krebsrisiko durch Lantus vor Panikmache gewarnt: Patienten, die damit behandelt werden, können sicher sein und sollten dabei bleiben. das Volumen pro gelagerte kWh beträgt 20 Liter. Gerade im Kleinkindalter, in dem erste eigene Experimente anstehen, ist es in evolutionärer Perspektive durchaus sinnvoll, beim Essen wählerisch zu sein und sich im Zweifel an das Süße und Fettige zu halten: Es macht satt und ist höchstwahrscheinlich ungefährlich. Ist der Blutzucker jedoch besonders nach dem Essen erhöht, kann ein kurzwirksames Insulin zum Essen verabreicht w replica uhren [url=http://www.blackforest-spirit.de/garantiert/schnell-erkennbar-uhren/fake_uhren_deutschland/index.html]fake uhren deutschland[/url] n. Spezial KulturFahren Sie mit dem Europa-Spezial Kultur nach Basel SBB innerhalb von 3 Tagen hin und zurück ab allen Bahnhöfen in Deutschland. Jemand, der Sam nahe stand, ist wohl gestorben. Vorbild hier ist Singapur wenn es um die Aufbereitung von Ab replica uhren zu Trink Uhren replicas eta geht. Aufgrund ihrer metallischen Färbung eignen sie sich nur für Zähne, die von außen unsichtbar sind, zum Bei replica uhren Backenzähne. Der Wellnessbereich mit Hallenbad und integriertem Whirlpool, Zirbenholz-Sauna, Dampfbad und Ruheraum kann kostenlos genutzt w replica uhren deutschland n, Solarium und Massagen sind gegen Gebühr verfügbar. Du musst nicht zur Verfügung stehen, nur weil du gerade zuhause bist. Ein Netzteilwechsel behob dieses Problem zunächst, so dass wir in diesem Moment noch keinerlei Hintergedanken hegten, weil das ausgetauschte Netzteil kein wirkliches Spitzenmodell war. Es gilt, den Individualgeruch auf einem Gegenstand der zu suchenden Person [url=http://www.bildungsberatung-noe.at/netzwerk/imguhren/breitling_bentley_replica_uhren/index.html]breitling bentley replica uhren[/url] zu sichern, indem man diesen, wenn möglich, in einen verschließbaren Kunststoffbeutel steckt, um ihn somit zu konservieren. ???????? [url=http://www.haidashipin.com/shownews.asp?id=29]???????????????[/url] [url=http://tilojavideo.com/index.php/blogs/2493929/7243824/liebe-und-licht-finden]We're sorry![/url] [URL]http://Usambaratravels.com/index.php/index.php?option=com_easyblog&view=entry&id=5&Itemid=86/[/URL] [url=http://www.ilcavalieredellavallesolitaria.com/tiki-view_blog_post.php?postId=1442&offset=60&find=&sort_mode=created_desc&blogId=8&comments_parentId=8250&comments_maxComments=1&comments_style=commentStyle_plain/""",neutral,Allgemein#Haupt:neutral,1
Re: SAT.1 Nachrichten Und wer hat die Bahn lahmlegt?,negative,Sonstige_Unregelmässigkeiten#Haupt:negative,0
Ich habe ein @YouTube-Video von @trollwuttv positiv bewertet: https://t.co/GIEUgMsqyB Richtiger BAHN-MITARBEITER WERDEN [Tutorial] -,neutral,Allgemein#Haupt:neutral,1
@JumpUp1991 @DB_Bahn @tkrooss der Zug? Aus Hamburg. Das Glas? Aus meinem Schrank. Die Idee? @JumpUp1991s allgemeine Lebensratschläge.,neutral,Allgemein#Haupt:neutral,0
"Re: -- P - ............ politisches OK Sylke Peich, dann muss er auch zahlen, wenn er schwarz mit der Bahn fährt!",neutral,Allgemein#Haupt:neutral,0
Sperrung Hannover - Kassel: DB bietet zusätzliche ICE Sprinter während Messe an - https://t.co/kdYVBE4MeY,neutral,Sonstige_Unregelmässigkeiten#Haupt:negative Zugfahrt#Streckennetz:positive,0
Re: Rheinbahn Die Bahn war nicht verspätet sie ist gar nicht gekommen,neutral,Zugfahrt#Pünktlichkeit:positive Sonstige_Unregelmässigkeiten#Haupt:negative,0
"Photos from Hundeurlaub's post ""Lastminute Angebot gültig vom 28.05.2016 bis 04.06.2016 Angebotspreis pro Tag: 75 EUR Reetdachhaus """"Alte Schmiede"""" in Nordfriesland/Nordsee - max 4 Personen und 3 Hunde - kompl. eingezäunt Weitere Infos: http://www.hundeurlaub.de/anzeige-2267-reetdachhaus-alte-schmiede-in-nordfriesland-nordsee.php Das historische Reetdachhaus """"Alte Schmiede"""" liegt eingebettet zwischen jahrhundertealten Reethäuschen im traumhaften alten Ortskern von Bargum/Nordfriesland. Vom Haus aus erreicht man direkt auf festen Wegen die Wiesen für unendliche Hundespaziergänge. Das Haus ist im nordischen Landhausstil eingerichtet, antike restaurierte Möbelschätzchen treffen auf modernen Wohnkomfort. Das Haus wurde 2010/2011 komplett liebevoll renoviert und 2016 Bad und 1. Schlafzimmer erneut umgestaltet. Ein großer, umzäunter Garten ist ideal für Hunde, die ganze Wohnung ist (hunde-)seniorengerecht ebenerdig. Fahrräder können in einem separaten Raum eingeschlossen werden. Unsere Gäste nutzen Haus und Garten völlig für sich allein. WLAN ist vorhanden und kostenlos. Die Nordsee ist 15 Autominuten entfernt (""""grüne"""" Strände auf dem Deich, kein Sandstrand, aber unendliches Wattenmeer). Die nächsten Sandstrände sind auf Sylt (45 min mit der Bahn), in Dänemark (40 min mit dem Auto) und der Ostsee (50 min mit dem Auto) Auf die Hunde warten in der direkten Umgebung Wiesen, Wald und Heidelandschaft mit kilometerlangen Wegen. Auf 90 qm haben Sie und ihre Vierbeiner genügend Platz. Wenn Sie mehr als 2 Hunde mitbringen möchten, bitten wir um kurze Info. In den meisten Fällen wird das kein Problem sein..""",neutral,Allgemein#Haupt:neutral,1
ich nicke in der bahn mit dem kopf wie so 1 parkinson kranker.,neutral,Allgemein#Haupt:neutral,0
Re: mr.tourismus Touristisch gut Informiert! #carnivalcruiselines #carnivalcruise #bus #bahn #db #griechenland #fernbus #ballearen #kreuzfahrt #carnival #tourismus #mrtourismus #informiert #Informiert! #reisen #reise #urlaub #touristik,neutral,Allgemein#Haupt:neutral,1
"visit aus Ravensburg Computer, Handwerken, Kochen/Backen, Wissenschaft/Technik, Fotografieren Individualreise, Partytrip, Lastminute, Kurzurlaub, Städtetrip Auto, Bahn, Flugzeug, Fahrrad",neutral,Allgemein#Haupt:neutral,0
"Re: DB Bahn Hallo Felix Uhl, auch der DB Navigator für Windows Phone erhält Updates. Allerdings nicht ganz so häufig wie die App unter Android oder iOS. :-/ Mir ist jetzt aber nicht bekannt, dass ein solches Update beworben wurde. /ma",neutral,Allgemein#Haupt:neutral,0
@DB_Bahn okaai sehr gut. Streik nun beendet ?? #gdlstreik,neutral,Allgemein#Haupt:neutral,1
und warum herrschen in jedem Zug sibirische Temperaturen?! #bahn,negative,Atmosphäre#Temperatur:negative,0
@Matthiasw1994 Der Vorfall war von der #Bahn selbst gemacht. Die interne Kommunikation hat versagt. Es bestand zu keiner Zeit Gefahr.,neutral,Allgemein#Haupt:neutral Allgemein#Haupt:negative Sicherheit#Haupt:positive,-1
"Weiter Ungewissheit über Blindgänger Erst Ende September wird es Gewissheit darüber geben, ob auf dem Bauplatz des neuen Bahnhofs in Münster ein Blindgänger liegt. Bei Untersuchungen ist ein verdächtiges Objekt ganz in der Nähe einer Stützwand zu den Gleisen gefunden worden. Bevor die",neutral,Allgemein#Haupt:neutral,-1
Re: Melanie Wildner Fährt die S5 von Leipzig hbf nach Halle saale hbf durch oder gibts da Probleme. Bei der Info zu dem Warnschild steht nur: Erdrutsch: Zwischen Stumsdorf und Köthen wurde der Bahnbetrieb für Züge der Deutschen Bahn vorübergehend eingestellt.,negative,Sonstige_Unregelmässigkeiten#Haupt:negative,-1
"Re: -- P - ............ politisches Is ja nicht eine, is eine Population von 10000 Tieren, darunter mehrere Arten. Und macht die Bahn auch nicht, weil sie das gern möchte, sondern weil sie muss. Nach dem Bund und auch nach der EU. Ich find das ganz in Ordnung. Noch besser wärs gewesen, sie hätten die Arbeiten deswegen ganz einstellen müssen.",neutral,Allgemein#Haupt:neutral,1
@DB_Bahn aber: auch für spätere Fahrten geht&apos;s nicht.,neutral,Allgemein#Haupt:neutral,0
@DB_Bahn @SRFFM13 @KuttnerSarah meine Kinder sind auch keine Gepäckstücke und fahren umsonst und MIT Sitz. Hallo??,neutral,Allgemein#Haupt:neutral,0
"#Wasfehlt: Die Möglichkeit beim @DB_Bahn Navigator einzustellen, dass man eine Verbundsraumkarte hat und nur Anschlussticket braucht.",neutral,DB_App_und_Website#Informationen_DB_App_und_Website:neutral Ticketkauf#Haupt:neutral Ticketkauf#Haupt:neutral,1
"Re: DB Bahn Deutsche Bahn: ist ja nichts neues. Passiert ständig. Das kommt davon, Wenn man den billige scheisse kauft, um mit falschen Ankündigungen die Streckenausschreibung zu gewinnen. Leider seid ihr kein unternehmen im normalen Wettbewerb. Ihr wäret schon lange draufgegangen!",negative,Allgemein#Haupt:negative Informationen#Haupt:negative Allgemein#Haupt:negative,-1
@LolinaChan XDDD yeah ich hab die Karte! Und tschö Bahn 8D!,neutral,Allgemein#Haupt:neutral,0
Re: NETT-WERK Bergisch Gladbach In bensberg auf der köln strauße da ist ein Schneider der ist preiswert an der bahn,neutral,Allgemein#Haupt:neutral,0
"Links anne Ruhr (06.08.2015) Jens Matheuszik — 6. August 2015, 05:59 Uhr Links anne Ruhr (06.08.2015) Links anne Ruhr (06.08.2015) – diesmal mit Beiträgen aus: Dortmund, Essen, Gelsenkirchen usw. Nazis laufen Streife in Bus & Bahn – DSW21 reagiert (Ruhrbarone) – Stadt bietet Karstadt Thyssen-Krupp-Haus als Zentrale an (NRZ.de) – Gelsenkirchen: Vorwürfe gegen Ex-Amtsleiter bestätigt (WAZ.de) – Schäden an Decken: Stadt sperrt ab sofort 34 Turnhallen (Ruhr Nachrichten) – CDU in Herne verzichtet auf Wahlplakate – vorerst (Westfalenpost.de) – Lünen: Peinliche Panne in Lünen: Bahn muss neuen Bahnsteig neu bauen (Bild.de) – Finanzreform: NRW, Bayern und Baden-Württemberg würden am meisten profitieren (RP-Online) – Kritisiert ein Ministerpräsident einen Chefredakteur bei Facebook… (Flurfunk Dresden) –",neutral,Allgemein#Haupt:neutral,-1
"Busse unter Beobachtung Busse unter Beobachtung Aindling/Todtenweis - Auch drei Monate nach dem Wechsel des Buslinienbetreibers im Lechrain gibt es noch immer Probleme mit Verspätungen. Die DB Regio Bus Bayern hat zum 1. Januar sieben Linien im Raum Augsburg, Aindling, Reh",negative,Zugfahrt#Pünktlichkeit:negative,-1
"Zugfreie Wochenenden 2016 An folgenden Wochenenden gibt es wieder Schienenersatzverkehr wegen Arbeiten zur Inbetriebnahme eines neuen elektronischen Stellwerks für den Raum Wuppertal. Betroffen sind laut DB die Züge von S8, S9, RE4, ICE10, IC31, IC55 auf den Strecken zwischen Wuppertal Hbf. und Wuppertal-Vohwinkel/Düsseldorf Hbf. Termine von Freitag, 8. Januar, 23.45 Uhr bis Montag, 11. Januar 2016, 2.00 Uhr von Freitag, 22. Januar, 23.45 Uhr bis Montag, 25. Januar 2016, 2.00 Uhr von Freitag, 29. Januar, 23.45 Uhr bis Montag, 1. Februar 2016, 2.00 Uhr von Freitag, 19. Februar, 23.45 Uhr bis Montag, 22. Februar 2016, 2.00 Uhr von Freitag, 26. Februar, 23.45 Uhr bis Montag, 29. Februar 2016, 2.00 Uhr von Freitag, 11. März, 23.45 Uhr bis Montag, 14. März 2016, 2.00 Uhr . Bitte Quellenangaben beachten, falls vorhanden. Weiterführende Informationen im",neutral,Allgemein#Haupt:neutral,1
"Empörung über Pfandflaschen, DB-Tickets und IBM Thinkpads. Oder so. Wieder so ein typischer Twitter-Sonntag ^^ *Kaffee schlürf*",negative,Ticketkauf#Haupt:negative,-1
Warum schreibt man Franken-Thüringen Express? danke! So später in der Nacht! aber warum nutztest du das Wort Milchkanne? gutefrage.net-Tag: Deutsche-Bahn gutefrage.net-Tag: Zug,neutral,Allgemein#Haupt:neutral,1
Woher bekomme ich eine Bahngleise? Hier gibts welche zu erwerben nur die gewünschte Menge ist glaube ich nicht die richtige ^^ https://www.dbresale.com/verkauf/suche--xkat5.htm gutefrage.net-Tag: Amboss gutefrage.net-Tag: DB gutefrage.net-Tag: Deutsche-Bahn gutefrage.net-Tag: Gleis gutefrage.net-Tag: Schrott gutefrage.net-Tag: Stahl gutefrage.net-Tag: schmieden,neutral,Allgemein#Haupt:neutral,-1
Re: Trainieren statt dominieren Vielen dank Christa :-) Ich kann ja nachher mal ein Video machen. Fahren nachher Bahn ein paar Stationen.,neutral,Allgemein#Haupt:neutral,1
"heise.de Datenschützerin beklagt ""totale Überwachung"" in Bussen und Bahnen +++ Kamera in Bus und Bahn = totale Überwachung? +++ Was meint Ihr dazu? http://www.heise.de/newsticker/meldung/Datenschuetzerin-beklagt-totale-Ueberwachung-in-Bussen-und-Bahnen-3025533.html Die niedersächsische Datenschutzbeauftragte Barbara Thiel kritisiert in ihrem aktuellen Tätigkeitsbericht die flächendeckende Videoüberwachung im Personennahverkehr und die zentrale Telekommunikationsüberwachung.",negative,Sicherheit#Haupt:negative Sicherheit#Haupt:neutral Sicherheit#Haupt:neutral,-1
Wegen einer dummen Minute ist mein Zug weg. Wenn man es nicht braucht ist die DB natürlich überpünktich!!!,positive,Zugfahrt#Pünktlichkeit:positive,-1
Bahn plant 2016 mehr Baustellen https://t.co/VIHrSuxs8j #DieNachrichten #Stern,neutral,Allgemein#Haupt:neutral,0
"RT @holgi: Hui, die neuen QR-Lesegeräte der Bahn sind mal sauschnell... Huiuiui",positive,QR-Code#Haupt:positive,1
"Liebe @DB_Bahn , hatte absolut keine Probleme mit meinen 19€ Fahrten von Berlin nach München. Ich bin zufrieden. Danke! #NichtNurMeckern",positive,Zugfahrt#Haupt:positive,1
RT @JKStroh: Gerade in der Bahn gefunden. Kann nicht schaden. #werder #greenwhitewonderwall https://t.co/xjsZ1DpL2y,neutral,Allgemein#Haupt:neutral,0
"Von drüben herüber gezogen: #Lübars Es war de... Von drüben herüber gezogen: #Lübars Es war der erste Testkick. Und so wie das immer ist, stimmt da einiges noch nicht, zumal ja die Mannschaft eine stramme Trainingseinheit am Vormittag hinter sich hatte. Besonderheiten: Thomas weiß jetzt sicher, warum er Torwart ist und nicht IV. Die Lübarser freuten sich über ihr erstes Tor riesig; es sei ihnen gegönnt. Langkamp blieb auf dem Platz und nicht Yanni. Er humpelte in der HZ vom Platz. Hauptsache, es ist nichts Ernstes und er kann nach Saarow mitfahren. Nico Beyer ist ja auch noch verletzt… Was mir sehr gut gefallen hat, wie sehr sich unsere Jungen in das Spiel reingehangen haben. Dazu nur: Weiter so… Die Torwarte sind sehr oft weit aufgerückt. Hauptsache, daß geht immer gut. Sonst fängt man sich solche Tore mit 50 bis 80 Meterschüssen ein, wie ihn damals Alves gemacht hat. Ansonsten: Gute Stimmung, wie damals auf der Plumpe Zuschauer am Spielfeldrand, Nackensteaks, Bier, viele Herthaner und zun Schluß auch ein Maxi, den die Kiddies mit Autogrammwünschen fast nicht in die Kabine gehen lassen wollten. Na gut, wir hätten ihn ja auch mit der S-Bahn mitnehmen können.",neutral,Allgemein#Haupt:neutral,1
Re: Antenne Unna Update: Das hat die Bahn vor wenigen Minuten getwittert:,neutral,Allgemein#Haupt:neutral,0
Monatskarte VBB-Umweltkarte AB gültig bis zum 20.Feb.16 abzugeben Monatskarte VBB-Umweltkarte AB gültig bis zum 20.Feb.16 abzugeben Hallo:)Ich hätte eine VBB-Umweltkarte AB (81€) anzubieten. Diese wäre bis z…… 31.01.2016 um 12:24 Uhr 13587 Bahn & ÖPNV,neutral,Allgemein#Haupt:neutral,1
"könnte man glatt dem Entwickler den Code abkaufen, @DB_Bahn. https://t.co/7X2ZyiNvaK",neutral,Allgemein#Haupt:neutral,0
"Re: Maurice Wegner Hallo DB-Team, ich wollte gerade eine Fahrt zu 21,75€ buchen. Am Ende des Bestellvorgangs wurde angezeigt, dass Verfallsdatum oder Prüfnummer meine gespeicherten Kreditkarte zu überprüfen sei...ein neuer Buchungsvorgang wurde gestartet, Preis: 29,85 oder so ähnlich, mit gleichem Fehler! Warum konnte ich die Buchung zu 21,75 € nicht vornehmen? Jetzt ist der Preis höher, was mir missfällt! Gruß",negative,Ticketkauf#Haupt:negative Ticketkauf#Haupt:negative,-1
"RT @ReisenderNerd: Noch 45 Minuten bis zum #ehfeuro16 Finale. Die @DB_Bahn wieder zu spät, aber zur 2. Halbzeit wird das was.",negative,Zugfahrt#Pünktlichkeit:negative,0
RT @marspet: @marspet ok alle in der bahn glotzen mich an..............nein ich bin nicht ardy,neutral,Allgemein#Haupt:neutral,0
"@kirschblueteBB @DB_Bahn ich fände es ja auch total süss, wenn ich mit meinem Niesen-Counter nicht schon bei 23 lag",neutral,Allgemein#Haupt:neutral,0
"RT @sexyRippahBex: Ich bin froh und stolz darauf, ein Mensch geworden zu sein, der Leuten die Bahn aufhält, Senioren beim Aussteigen hilft …",positive,Atmosphäre#Haupt:positive,1
"Zugverkehr behindert – Regionalbahn kollidiert mit umgestürztem Baum | Polizeiticker Mitteldeutschland Pulsnitz . Ein umgestürzter Baum auf den Gleisen hat in der Nacht zum Donnerstag einen Zug der privaten Städtebahn Sachsen bei Pulsnitz (Landkreis Bautzen) unsanft gestoppt. Bei der Kollision gegen 3.45 Uhr kam aber niemand zu Schaden, wie ein Sprech",negative,Sonstige_Unregelmässigkeiten#Haupt:negative Sonstige_Unregelmässigkeiten#Haupt:negative,-1
Kann ich bitte wieder Menschen unterhalten und Applaus ernten? (frustriert aus der S-Bahn gesendet),neutral,Allgemein#Haupt:neutral,-1
@DB_Bahn Ok... Wisst ihr ob es da für den Zeitraum am 17.01. von 5 Uhr bis 8 Uhr trotzdem einen Tarif im Raum Bayern gibt?,neutral,Allgemein#Haupt:neutral,0
"Ich hasse es, in der Bahn immer so'n bisschen wegzudösen, einfach weil ich Angst hab, meine Haltestelle zu verpassen.",neutral,Allgemein#Haupt:neutral,-1
RT @NunanYT: Wir sind jetzt in der Bahn und fahren zum Brandenburger Tor �,neutral,Allgemein#Haupt:neutral,0
Sitze in der Bahn und kann keinen Livestream anschauen :/,neutral,Allgemein#Haupt:neutral,0
"Logistik: Wie Bayern das Chaos verhindert Minuten zwei Sonderzüge und ein weiterer Zug in den Bahnhof einfahren, an Bord - so schätzt die Bundespolizei - insgesamt rund 2000 Flüchtlinge. Es ist noch nicht lange her, da hätte eine solche Zahl",neutral,Allgemein#Haupt:neutral,-1
"Timeline Photos ""+++ Messer in Gevelsberg an den Hals gedrückt +++ +++ TEILEN: Polizei sucht bewaffneten Räuber +++ Soeben erreichte uns folgende Polizeimeldung mit Fahndungsaufruf von der Polizei. """"Am 07.04.2016, gegen 00.30 Uhr, ist ein 25-jähriger Gevelsberger in einer S-Bahn von Hagen in Richtung Mönchengladbach unterwegs. Kurz vor dem Bahnhof Gevelsberg-Knapp hält ihm plötzlich eine unbekannte männliche Person von hinten ein Messer an den Hals. Er fordert ihn zur Herausgabe seiner Geldbörse und seines Handys auf. Der Geschädigte übergibt ihm seine Geldbörse mit Bargeld, Ausweispapieren, Bank-, Krankenkassenkarten. Anschließend flüchtet der Täter mit seiner Beute durch den Zug und steigt am Bahnhof Gevelsberg-Knapp aus. Täterbeschreibung: Etwa 185 cm groß, trägt dunkle Kleidung. Die Polizei bittet um Hinweise unter der Telefonnummer 02332/9166-5000.""""""",negative,Atmosphäre#Haupt:negative Sicherheit#Haupt:negative Sicherheit#Haupt:negative,1
Re: Deutsche Bahn Personenverkehr dem kann ich nur zustimmen. Bahn einen Tweet schicken und auch nachts noch schnelle und freundliche Antwort - airberlin angerufen und 1h in der Warteschlange gehangen...,positive,Service_und_Kundenbetreuung#Haupt:positive,1
Mehr Geld Für das Bahnnetz Investitions-Offensive der Bahn in Sachsen Die Deutsche Bahn will 420 Millionen Euro in das Bahnnetz und die Bahnhöfe in Sachsen investieren. Wo fließen die Gelder hin und welche Folgen hat das für die Bahnkunden?,neutral,Allgemein#Haupt:neutral,1
Mit Schlittschuhen in der Bahn nach Hause fahren und schon hat man am nächsten Tag ein Date.,neutral,Allgemein#Haupt:neutral,1
"Re : Fahrgäste sind wegen falsch gestellter Weiche stundenlang in Zug gefangen . Wird Zeit , dass auch bei ... Da fragt sich wie sich die Vision - Raus aus dem Auto & rein in die Bahn - mit der Realität verträgt . Sollten wir besser mit den Auto&apos;s auf den Schienen fahren ?",negative,Sonstige_Unregelmässigkeiten#Haupt:negative Sonstige_Unregelmässigkeiten#Haupt:negative,-1
"Dieser Moment wenn man es eilig hat und jemand extra in den Türen von der Bahn stehen bleibt, damit der andere noch länger braucht. It's Me",neutral,Allgemein#Haupt:neutral,0
@splpltzknd unsere Bahn kam deswegen nicht &' wir mussten wieder runter zur Prager laufen,negative,Sonstige_Unregelmässigkeiten#Haupt:negative,0
RT @RyoleHD: Die Bahn ist doch lächerlich. 35 Minuten Verspätung auf einen Zug der eig stündlich fährt? @DB_Info,negative,Allgemein#Haupt:negative Zugfahrt#Pünktlichkeit:negative,-1
"Bahn-Ansagen ""Die Deutsche Bahn Personenverkehr mal witzig: """"Die Abfahrt hat sich um wenige Minuten verzögert. Wir mussten Windows neu starten.""""""",neutral,Informationen#Haupt:positive Zugfahrt#Pünktlichkeit:negative,1
"Re: Als angeblicher ""Flüchtling"" alles gratis, als Deutscher muss ich für alles zahlen, Rechnungen/Mahnungen... Da haben die Kontrolleure keine Schuld das sind die obersten die von Bahn und bahngeschäfte keine Ahnung haben da sie aus der Autoindustrie kommen sollten wider die DR einsetzen da gab es das nicht",neutral,Allgemein#Haupt:neutral,1
"@DB_Bahn Das Verteilen der ""Ihr Reiseplan"" (ICE882) hätte man sich heute aber sparen können.",neutral,Allgemein#Haupt:neutral,1
"@FrauBlaBla Drogen-, Waffe- und Menschenhandel in Ordnung. Aber die Bahn? NEIN das ist ein schmutziges Geschäft.",negative,Allgemein#Haupt:negative,-1
"morgenpost.de Das geschah in der Nacht zu Mittwoch in Berlin Bei dem Brand in Neukölln ist ein Mensch gestorben. +++ Die S-Bahn verkehrt nach der Entgleisung in Hoppegarten weiterhin verändert. +++ Ja, es bleibt dabei: Die Sommerhitze ist da. Die Nachtrückschau mit Verkehrsmeldungen und Wetter.",negative,Sonstige_Unregelmässigkeiten#Haupt:negative,-1
"RT @PolitinC: Die Frau neben mir in der Bahn schrieb gerade *laut lach* bei WhatsApp, dabei war sie ganz still. Lügnerin!",neutral,Allgemein#Haupt:neutral,0
@passagier404 @AlexCrss Mit der Bahn? :D,neutral,Allgemein#Haupt:neutral,0
"Verbraucher - Rente, Einlagenschutz, Elterngeld: Das ändert sich ab Juli - Steuern - Berliner Morgenpost "" ersten Mal seit inzwischen zwölf Jahren wird das """"erhöhte Beförderungsentgelt"""" angehoben - von 40 auf 60 Euro. Diesen Betrag muss zahlen, wer in Bus oder Bahn ohne Ticket erwischt wird oder seinen Fahrschein nicht ordnungsgemäß entwertet hat. Der Verband""",neutral,Allgemein#Haupt:neutral,0
"DIN A5 - Buchhülle aus Stoff - ein Designerstück von Irinas-Art-Textil bei DaWanda Produkttitel: Buchhülle aus Stoff - Shopname: IRINAS-ART-TEXTIL Buchhülle Hier könnt ihr eine wunderschöne Buchhülle aus Stoff erwerben. So sieht auch nicht gleich jeder was gerade gelesen wird.Schön auch für unterwegs in Bus oder Bahn, am Strand o",neutral,Allgemein#Haupt:neutral,1
Sparangebote DB ? geht aber doppelt so lange ;) Danke für die Antwort gutefrage.net-Tag : Bahn gutefrage.net-Tag : DB gutefrage.net-Tag : Sparpreis gutefrage.net-Tag : Ticket,neutral,Allgemein#Haupt:neutral,0
Diese Zahl zeigt das größte Problem der Deutschen Bahn Das wird der Deutschen Bahn ganz und gar nicht gefallen. Fernbusreisen werden immer beliebter. Die Details erklären wir im Video.,neutral,Allgemein#Haupt:neutral,1
@ReaLack Für Fragen und Hinweise zum Personenverkehr der Deutschen Bahn stehen Ihnen die Kollegen bei @DB_Bahn zur Verfügung.,neutral,Informationen#Haupt:neutral,0
Bald schneller mit der Bahn von Deutschland nach Paris | Reise fahren. Den neuen grenzüberschreitenden Fahrplan stellte die Regionaldirektion der französischen Bahn SNCF am Mittwoch (30. September) in Straßburg vor. Über Fahrpreise gab es noch keine Auskünfte. Diese,positive,Zugfahrt#Fahrtzeit_und_Schnelligkeit:positive Zugfahrt#Streckennetz:neutral,1
"Bahn plant 2016 mehr Baustellen Die Deutsche Bahn erhöht die Zahl ihrer Bauprojekte in diesem Jahr deutlich. Geplant sind nach Angaben des Unternehmens rund 850 Vorhaben, im vergangenen Jahr waren es 500. Mit einem besseren Baustellen-Management sollten aber die Auswirkungen für di",neutral,Allgemein#Haupt:neutral,1
Linie 155 * Folgende Fahrt entfällt * (H) Bonhoefferstr. 16:56h - (H) Stammheim S-Bahn 17:00h - (H) Leuchterstr.... https://t.co/9cFAQsE9ib,negative,Sonstige_Unregelmässigkeiten#Haupt:negative,0
"doch, da fährt die DB...sie sitzt ja schon ab nienburg im zug doch, da fährt die DB...sie sitzt ja schon ab nienburg im zug Ihr schüler ferienticket ist aber nur bis minden gültig. Und ich möchte ihr das fehlende ticket jetzt kaufen...nur wo?????? Am bankartenautomat hier steht es ist nur in minden möglich...das kann doch nicht angehen. Sie sitzt in einem RE und der fährt von nienburg bis bielefeld...sie kann ja schlecht in minden rausspringen..ticket am automaten besorgen und zurück",negative,Ticketkauf#Haupt:negative,-1
bild.de Einheitliche Tickets für Bus und Bahn ab 2021 Quer durchs Land mit Bus und Bahn - und alles mit einer Fahrkarte! Was haltet ihr davon? Quer durchs ganze Land mit dem Bus und der Bahn – und das alles mit nur einer Fahrkarte!,neutral,Allgemein#Haupt:neutral,1
RT @linke_sachsen: #Bahnstreik: Schlichter .@bodoramelow kritisiert #Bahn und #Bundesregierung. http://t.co/iGe0JBV0Qu (td),negative,Allgemein#Haupt:negative,-1
